machine,cash_count,cash_amount,credit_count,credit_amount,total_count,total_revenue,date
CGG_MY46-AU,1964,5243.60,92,298.80,2056,5542.40,20130701
CGG_MY47-AU,1495,3832.25,85,276.00,1580,4108.25,20130701
CGG_MY51-AU,1198,3497.40,118,520.80,1316,4018.20,20130701
CGG_MY52-AU,1241,4134.90,246,1572.60,1487,5707.50,20130701
CGG_MY53-AU,807,2369.80,105,514.00,912,2883.80,20130701
CGG_MY54-AU,1714,6082.30,236,1411.40,1950,7493.70,20130701
CGG_MY55-AU,1469,4444.05,157,704.20,1626,5148.25,20130701
CGG_MY56-AU,0,0.00,0,0.00,0,0.00,20130701
CGG_MY57-AU,1684,5248.60,182,790.00,1866,6038.60,20130701
CGG_PNR1-AU,1047,3155.35,280,840.00,1327,3995.35,20130701
CGG_PNR2-AU,134,233.85,2,6.00,136,239.85,20130701
CGG_RBX4-AU,25,53.80,2,5.00,27,58.80,20130701
CGG_RBX5-AU,250,854.40,56,221.00,306,1075.40,20130701
CGG_RBX6-AU,460,1777.90,209,835.00,669,2612.90,20130701
CGG_RBX7-AU,355,1331.35,162,646.00,517,1977.35,20130701
CGG_RS11-AU,901,1036.30,12,19.60,913,1055.90,20130701
CGG_RS13-AU,695,809.10,40,70.00,735,879.10,20130701
CGG_RS14-AU,1837,1982.05,61,132.80,1898,2114.85,20130701
CGG_RS15-AU,986,1263.90,66,118.40,1052,1382.30,20130701
CGG_RS16-AU,1707,2368.10,98,294.40,1805,2662.50,20130701
CGG_RS20-AU,1655,2297.40,55,111.80,1710,2409.20,20130701
CGG_RS21-AU,1844,2324.75,72,108.60,1916,2433.35,20130701
CGG_RS22-AU,2725,3780.20,106,262.80,2831,4043.00,20130701
CGG_RS23-AU,2049,2508.55,81,135.60,2130,2644.15,20130701
CGG_RS30-AU,1594,2580.65,94,252.60,1688,2833.25,20130701
CGG_RS31-AU,2189,2825.20,81,127.80,2270,2953.00,20130701
CGG_RS32-AU,1317,2437.50,104,336.00,1421,2773.50,20130701
CGG_RS33-AU,1429,1911.30,44,73.40,1473,1984.70,20130701
CGG_RS41-AU,1596,2760.60,65,172.60,1661,2933.20,20130701
CGG_RS42-AU,1552,3080.05,73,205.80,1625,3285.85,20130701
CGG_RS43-AU,896,1642.75,59,172.00,955,1814.75,20130701
CGG_RS44-AU,637,1249.30,35,96.60,672,1345.90,20130701
CGG_RS45-AU,1766,3115.60,87,216.20,1853,3331.80,20130701
CGG_RS46-AU,1086,2262.10,53,149.80,1139,2411.90,20130701
CGG_RS50-AU,517,889.00,18,33.00,535,922.00,20130701
CGG_RS53-AU,940,2102.60,61,188.00,1001,2290.60,20130701
CGG_RSX1-AU,171,329.70,6,15.60,177,345.30,20130701
CGG_RSX2-AU,132,229.50,6,21.00,138,250.50,20130701
CGG_RSX3-AU,522,1115.60,41,140.00,563,1255.60,20130701
CGG_RT12-AU,1077,2598.05,56,248.20,1133,2846.25,20130701
CGG_SS31-AU,730,1468.50,58,243.20,788,1711.70,20130701
CGG_SS32-AU,589,1157.65,35,150.20,624,1307.85,20130701
CGG_SW30-AU,407,1246.85,73,679.00,480,1925.85,20130701
CGG_SW31-AU,1411,3311.95,75,244.20,1486,3556.15,20130701
CGG_SW32-AU,427,1406.30,79,885.00,506,2291.30,20130701
CGG_SW33-AU,587,1490.05,46,168.60,633,1658.65,20130701
CGG_SW34-AU,664,2435.75,149,1380.00,813,3815.75,20130701
CGG_SW35-AU,651,1678.20,47,161.00,698,1839.20,20130701
CGG_TM10-AU,2632,6043.35,380,1341.25,3012,7384.60,20130701
CGG_TMX3-AU,1069,3473.55,226,1211.65,1295,4685.20,20130701
CGG_TMX4-AU,1933,6057.80,321,1658.35,2254,7716.15,20130701
CGG_TMX5-AU,1993,5898.10,354,1993.00,2347,7891.10,20130701
CGG_TMX6-AU,1957,5914.75,466,2577.85,2423,8492.60,20130701
CGG_TMX7-AU,886,2156.70,128,467.25,1014,2623.95,20130701
CGG_TMX8-AU,2968,6956.05,923,3480.60,3891,10436.65,20130701
CGG_TMX9-AU,3423,7645.70,568,2016.80,3991,9662.50,20130701
CGG_TPX1-AU,1387,2705.10,183,547.95,1570,3253.05,20130701
CGG_US10-AU,1316,1779.60,35,56.40,1351,1836.00,20130701
CGG_WES1-AU,675,2700.00,105,548.70,780,3248.70,20130701
CGG_WES2-AU,992,3727.15,217,1138.60,1209,4865.75,20130701
CGG_YA11-AU,922,1291.25,32,49.60,954,1340.85,20130701
CGG_YA13-AU,2090,2867.05,72,105.80,2162,2972.85,20130701
CGG_YA14-AU,1826,2460.30,86,141.80,1912,2602.10,20130701
CGG_YA15-AU,655,913.35,17,29.60,672,942.95,20130701
CGG_YA18-AU,1260,1883.90,58,97.60,1318,1981.50,20130701
CGG_YA20-AU,2023,2917.90,57,97.40,2080,3015.30,20130701
CGG_YA21-AU,1246,1724.35,35,60.20,1281,1784.55,20130701
CGG_YA23-AU,1072,1550.30,32,57.20,1104,1607.50,20130701
CGG_YA31-AU,1541,3434.30,84,261.60,1625,3695.90,20130701
CGG_YA32-AU,1252,2635.70,72,225.20,1324,2860.90,20130701
CGG_YA34-AU,934,2286.50,74,373.60,1008,2660.10,20130701
CGG_YA35-AU,961,2657.40,90,399.80,1051,3057.20,20130701
CGG_YA36-AU,498,1280.70,72,299.40,570,1580.10,20130701
CGG_YAX1-AU,885,2299.50,67,218.80,952,2518.30,20130701
CGG_YAX2-AU,747,1856.30,51,179.20,798,2035.50,20130701
CGG_YAX3-AU,286,838.30,26,102.00,312,940.30,20130701
CGG_YAX4-AU,391,976.45,33,145.00,424,1121.45,20130701
CGG_YCX1-AU,225,513.25,21,81.00,246,594.25,20130701
CGG_AP21-AU,559,1303.80,73,253.60,632,1557.40,20130801
CGG_BC21-AU,298,1361.80,160,1841.35,458,3203.15,20130801
CGG_BC41-AU,367,1286.85,179,878.00,546,2164.85,20130801
CGG_BC42-AU,148,559.95,99,493.00,247,1052.95,20130801
CGG_BC43-AU,212,841.90,274,1344.20,486,2186.10,20130801
CGG_BR22-AU,544,1180.65,74,233.40,618,1414.05,20130801
CGG_BR23-AU,876,2210.20,145,646.00,1021,2856.20,20130801
CGG_BR26-AU,960,1901.10,73,232.00,1033,2133.10,20130801
CGG_BR31-AU,969,2231.95,4,9.00,973,2240.95,20130801
CGG_BR32-AU,973,1817.45,33,78.80,1006,1896.25,20130801
CGG_BR33-AU,353,778.40,41,172.00,394,950.40,20130801
CGG_BR34-AU,1787,3160.55,63,149.40,1850,3309.95,20130801
CGG_BR35-AU,1023,2285.30,52,189.00,1075,2474.30,20130801
CGG_BR41-AU,177,706.25,39,184.00,216,890.25,20130801
CGG_BR42-AU,630,1489.45,102,370.00,732,1859.45,20130801
CGG_BR43-AU,96,390.40,71,351.00,167,741.40,20130801
CGG_BR44-AU,265,633.60,20,73.00,285,706.60,20130801
CGG_BR45-AU,93,406.75,98,484.00,191,890.75,20130801
CGG_BS11-AU,152,688.80,187,935.00,339,1623.80,20130801
CGG_BS12-AU,0,0.00,0,0.00,0,0.00,20130801
CGG_BS13-AU,179,806.95,127,628.00,306,1434.95,20130801
CGG_BS16-AU,150,662.55,82,408.00,232,1070.55,20130801
CGG_BS17-AU,453,1166.25,73,518.00,526,1684.25,20130801
CGG_BS18-AU,609,1403.35,74,334.00,683,1737.35,20130801
CGG_BS21-AU,1624,3074.35,84,245.60,1708,3319.95,20130801
CGG_BS22-AU,1122,1886.40,58,154.40,1180,2040.80,20130801
CGG_BS23-AU,1313,2512.90,67,179.20,1380,2692.10,20130801
CGG_BS24-AU,1273,2327.95,73,195.80,1346,2523.75,20130801
CGG_BS25-AU,1545,3132.60,94,269.80,1639,3402.40,20130801
CGG_BS26-AU,2152,4393.50,121,349.40,2273,4742.90,20130801
CGG_BS27-AU,2613,5793.05,128,392.20,2741,6185.25,20130801
CGG_BS29-AU,1050,2674.55,73,244.20,1123,2918.75,20130801
CGG_BS31-AU,895,2161.70,56,182.80,951,2344.50,20130801
CGG_BS32-AU,1321,3149.40,92,287.40,1413,3436.80,20130801
CGG_BS34-AU,184,459.70,5,16.60,189,476.30,20130801
CGG_BS35-AU,818,2065.75,37,120.20,855,2185.95,20130801
CGG_BS36-AU,2127,5207.45,137,446.00,2264,5653.45,20130801
CGG_BS37-AU,2137,5339.90,112,354.40,2249,5694.30,20130801
CGG_CCX1-AU,277,1582.25,231,2796.80,508,4379.05,20130801
CGG_CCX2-AU,368,2224.05,281,3021.20,649,5245.25,20130801
CGG_CCX3-AU,101,553.95,82,867.60,183,1421.55,20130801
CGG_CCX4-AU,87,476.00,77,785.70,164,1261.70,20130801
CGG_CCX5-AU,464,3224.75,261,2983.70,725,6208.45,20130801
CGG_CCX6-AU,103,876.45,107,1449.00,210,2325.45,20130801
CGG_CL11-AU,922,1909.85,98,315.60,1020,2225.45,20130801
CGG_CLX2-AU,1014,2067.85,66,214.60,1080,2282.45,20130801
CGG_CPX1-AU,1481,4105.65,200,846.60,1681,4952.25,20130801
CGG_CPX2-AU,693,1804.20,110,457.60,803,2261.80,20130801
CGG_CS21-AU,891,2539.80,191,932.20,1082,3472.00,20130801
CGG_CS22-AU,694,1414.90,60,162.40,754,1577.30,20130801
CGG_EB29-AU,484,1255.25,39,147.00,523,1402.25,20130801
CGG_EB31-AU,659,1631.70,45,161.00,704,1792.70,20130801
CGG_EB32-AU,885,2056.50,93,354.20,978,2410.70,20130801
CGG_EB33-AU,1589,3794.90,113,443.60,1702,4238.50,20130801
CGG_EB34-AU,1183,2476.85,42,130.60,1225,2607.45,20130801
CGG_EB35-AU,1107,2885.35,121,477.20,1228,3362.55,20130801
CGG_EB36-AU,1148,2901.05,52,198.60,1200,3099.65,20130801
CGG_EB41-AU,504,1685.15,64,436.00,568,2121.15,20130801
CGG_EB42-AU,128,555.15,88,438.00,216,993.15,20130801
CGG_EB44-AU,107,478.50,113,565.00,220,1043.50,20130801
CGG_EB46-AU,81,329.15,116,580.00,197,909.15,20130801
CGG_FM21-AU,536,2503.45,240,2315.10,776,4818.55,20130801
CGG_FM22-AU,387,1798.40,244,2561.50,631,4359.90,20130801
CGG_FM23-AU,374,1568.55,283,3036.75,657,4605.30,20130801
CGG_FM24-AU,386,1726.30,225,2603.05,611,4329.35,20130801
CGG_FS21-AU,285,1294.30,109,1080.05,394,2374.35,20130801
CGG_FS22-AU,286,863.50,71,371.60,357,1235.10,20130801
CGG_FS23-AU,164,721.65,136,1546.30,300,2267.95,20130801
CGG_FS24-AU,449,1378.90,68,338.60,517,1717.50,20130801
CGG_FS25-AU,334,1069.60,74,376.00,408,1445.60,20130801
CGG_FS26-AU,398,1307.50,64,311.20,462,1618.70,20130801
CGG_FS31-AU,959,1811.75,49,153.20,1008,1964.95,20130801
CGG_FS32-AU,1201,2432.20,90,271.60,1291,2703.80,20130801
CGG_FS33-AU,2054,3578.20,78,214.80,2132,3793.00,20130801
CGG_GC13-AU,271,1011.20,126,615.00,397,1626.20,20130801
CGG_GH15-AU,298,734.00,39,141.60,337,875.60,20130801
CGG_GH21-AU,502,923.00,36,107.20,538,1030.20,20130801
CGG_GH23-AU,1294,2144.90,98,254.60,1392,2399.50,20130801
CGG_GH24-AU,2037,2731.35,87,149.60,2124,2880.95,20130801
CGG_GH31-AU,1449,1822.55,78,123.60,1527,1946.15,20130801
CGG_GH32-AU,1257,1714.80,67,120.80,1324,1835.60,20130801
CGG_GH33-AU,1153,2308.05,38,122.00,1191,2430.05,20130801
CGG_GH34-AU,1079,2297.55,90,304.60,1169,2602.15,20130801
CGG_GH36-AU,1371,2844.85,68,196.60,1439,3041.45,20130801
CGG_GHX1-AU,1072,3279.05,228,1058.00,1300,4337.05,20130801
CGG_GHX3-AU,1323,3912.65,312,1473.20,1635,5385.85,20130801
CGG_GHX5-AU,0,0.00,0,0.00,0,0.00,20130801
CGG_GM11-AU,231,651.50,41,136.80,272,788.30,20130801
CGG_GM16-AU,209,553.10,40,154.60,249,707.70,20130801
CGG_HAY1-AU,333,1972.10,532,3886.65,865,5858.75,20130801
CGG_HAY2-AU,666,3776.85,611,4452.15,1277,8229.00,20130801
CGG_HAY3-AU,1750,8594.25,1301,9378.90,3051,17973.15,20130801
CGG_JSX1-AU,1309,2734.45,126,388.20,1435,3122.65,20130801
CGG_JSX2-AU,1362,2031.50,91,149.20,1453,2180.70,20130801
CGG_LM11-AU,1139,2201.40,85,251.00,1224,2452.40,20130801
CGG_LM12-AU,937,1721.30,68,197.20,1005,1918.50,20130801
CGG_LM13-AU,910,1582.10,46,140.60,956,1722.70,20130801
CGG_LM14-AU,597,970.15,47,160.20,644,1130.35,20130801
CGG_LM15-AU,653,1377.30,58,198.60,711,1575.90,20130801
CGG_LM16-AU,903,1881.45,76,255.60,979,2137.05,20130801
CGG_LM30-AU,1402,1779.75,48,77.00,1450,1856.75,20130801
CGG_LM32-AU,2605,3377.40,89,144.20,2694,3521.60,20130801
CGG_LM41-AU,1127,1892.95,55,153.80,1182,2046.75,20130801
CGG_LM42-AU,1072,1668.90,16,31.80,1088,1700.70,20130801
CGG_LM43-AU,1933,2196.60,60,115.60,1993,2312.20,20130801
CGG_LM44-AU,2026,2834.60,75,195.20,2101,3029.80,20130801
CGG_LMX2-AU,362,1862.50,169,1753.20,531,3615.70,20130801
CGG_LR11-AU,826,1534.60,42,129.60,868,1664.20,20130801
CGG_LR12-AU,1362,2406.80,63,165.60,1425,2572.40,20130801
CGG_LR13-AU,2012,3726.65,123,353.80,2135,4080.45,20130801
CGG_LR14-AU,956,1690.20,53,155.60,1009,1845.80,20130801
CGG_LR15-AU,181,660.45,102,502.00,283,1162.45,20130801
CGG_LR16-AU,940,1843.90,139,414.20,1079,2258.10,20130801
CGG_LR31-AU,346,869.70,71,330.20,417,1199.90,20130801
CGG_LR33-AU,570,1331.40,31,130.60,601,1462.00,20130801
CGG_LR43-AU,923,2162.45,59,201.60,982,2364.05,20130801
CGG_LR47-AU,1298,3491.85,110,473.60,1408,3965.45,20130801
CGG_MB11-AU,1005,1893.30,38,115.00,1043,2008.30,20130801
CGG_MB12-AU,1462,2778.10,105,291.20,1567,3069.30,20130801
CGG_MB13-AU,963,1795.60,30,89.20,993,1884.80,20130801
CGG_MB14-AU,1146,1524.25,27,44.00,1173,1568.25,20130801
CGG_MB15-AU,892,1180.05,27,42.80,919,1222.85,20130801
CGG_MB16-AU,1121,1477.15,44,76.20,1165,1553.35,20130801
CGG_MB17-AU,1664,2123.85,72,114.80,1736,2238.65,20130801
CGG_MB23-AU,1944,2401.05,52,75.80,1996,2476.85,20130801
CGG_MB31-AU,2512,3591.35,90,221.80,2602,3813.15,20130801
CGG_MB32-AU,2067,2400.50,65,91.80,2132,2492.30,20130801
CGG_MB33-AU,2025,2846.60,75,181.20,2100,3027.80,20130801
CGG_MB34-AU,1981,2147.55,38,54.20,2019,2201.75,20130801
CGG_MB35-AU,1294,2018.05,47,126.80,1341,2144.85,20130801
CGG_MB36-AU,2992,3221.25,66,95.60,3058,3316.85,20130801
CGG_MB37-AU,1026,1457.25,34,81.60,1060,1538.85,20130801
CGG_MB38-AU,2405,3054.05,62,91.20,2467,3145.25,20130801
CGG_MB41-AU,2078,3385.75,88,231.00,2166,3616.75,20130801
CGG_MB42-AU,1515,3232.35,67,198.80,1582,3431.15,20130801
CGG_MB44-AU,1846,3757.70,62,170.20,1908,3927.90,20130801
CGG_MBX1-AU,1270,2908.25,86,254.60,1356,3162.85,20130801
CGG_MBX2-AU,1079,2377.05,104,323.60,1183,2700.65,20130801
CGG_MBX4-AU,893,1838.50,85,247.80,978,2086.30,20130801
CGG_MC21-AU,1130,3006.20,124,910.00,1254,3916.20,20130801
CGG_MC22-AU,670,1623.40,41,299.50,711,1922.90,20130801
CGG_MC23-AU,804,1841.05,66,444.60,870,2285.65,20130801
CGG_MK31-AU,221,665.25,24,117.60,245,782.85,20130801
CGG_MK34-AU,205,609.70,22,98.60,227,708.30,20130801
CGG_MK35-AU,109,313.90,21,100.00,130,413.90,20130801
CGG_MM41-AU,2429,3682.10,108,228.00,2537,3910.10,20130801
CGG_MS10-AU,654,809.15,30,56.00,684,865.15,20130801
CGG_MS11-AU,1289,2269.80,75,216.80,1364,2486.60,20130801
CGG_MS12-AU,2228,2657.10,69,108.80,2297,2765.90,20130801
CGG_MS21-AU,2043,2551.85,87,141.00,2130,2692.85,20130801
CGG_MS30-AU,979,1233.05,47,72.00,1026,1305.05,20130801
CGG_MS31-AU,2893,4089.80,149,249.20,3042,4339.00,20130801
CGG_MS32-AU,1806,2504.90,84,136.60,1890,2641.50,20130801
CGG_MS41-AU,1319,1755.65,43,62.60,1362,1818.25,20130801
CGG_MS42-AU,2304,2409.65,94,124.20,2398,2533.85,20130801
CGG_MS43-AU,2070,3068.95,73,163.20,2143,3232.15,20130801
CGG_MS44-AU,1902,2500.70,58,130.80,1960,2631.50,20130801
CGG_MS46-AU,1619,2060.05,44,88.00,1663,2148.05,20130801
CGG_MY21-AU,1093,2013.55,42,115.20,1135,2128.75,20130801
CGG_MY22-AU,371,766.00,15,43.00,386,809.00,20130801
CGG_MY23-AU,930,1742.45,43,126.80,973,1869.25,20130801
CGG_MY24-AU,0,0.00,0,0.00,0,0.00,20130801
CGG_MY25-AU,1422,2665.60,71,209.20,1493,2874.80,20130801
CGG_MY31-AU,672,1320.55,73,236.60,745,1557.15,20130801
CGG_MY32-AU,905,1889.45,65,185.80,970,2075.25,20130801
CGG_MY33-AU,420,934.40,44,145.80,464,1080.20,20130801
CGG_MY34-AU,510,1236.50,25,95.00,535,1331.50,20130801
CGG_MY35-AU,345,773.60,24,79.00,369,852.60,20130801
CGG_MY41-AU,1954,3684.20,87,228.00,2041,3912.20,20130801
CGG_MY42-AU,2817,4731.10,136,347.20,2953,5078.30,20130801
CGG_MY43-AU,1013,2446.55,54,165.60,1067,2612.15,20130801
CGG_MY44-AU,533,1348.40,20,56.20,553,1404.60,20130801
CGG_MY45-AU,975,2538.20,70,216.60,1045,2754.80,20130801
CGG_MY46-AU,2035,5467.40,105,340.80,2140,5808.20,20130801
CGG_MY47-AU,1453,3883.95,97,328.00,1550,4211.95,20130801
CGG_MY51-AU,1274,3878.70,99,451.60,1373,4330.30,20130801
CGG_MY52-AU,1303,4254.70,227,1418.60,1530,5673.30,20130801
CGG_MY53-AU,694,2159.60,69,302.60,763,2462.20,20130801
CGG_MY54-AU,1155,4144.55,172,1018.00,1327,5162.55,20130801
CGG_MY55-AU,1402,4239.30,146,654.00,1548,4893.30,20130801
CGG_MY56-AU,1175,4272.15,188,1111.40,1363,5383.55,20130801
CGG_MY57-AU,1402,4322.50,164,704.60,1566,5027.10,20130801
CGG_PNR1-AU,973,2937.90,289,867.00,1262,3804.90,20130801
CGG_PNR2-AU,129,394.10,2,6.00,131,400.10,20130801
CGG_RBX4-AU,0,0.00,0,0.00,0,0.00,20130801
CGG_RBX5-AU,182,649.95,56,222.00,238,871.95,20130801
CGG_RBX6-AU,447,1760.55,226,901.00,673,2661.55,20130801
CGG_RBX7-AU,318,1218.05,158,632.00,476,1850.05,20130801
CGG_RS11-AU,957,1134.40,32,48.80,989,1183.20,20130801
CGG_RS13-AU,769,912.00,28,49.60,797,961.60,20130801
CGG_RS14-AU,1725,2087.10,61,144.00,1786,2231.10,20130801
CGG_RS15-AU,1111,1476.00,75,129.80,1186,1605.80,20130801
CGG_RS16-AU,1743,2420.00,110,335.60,1853,2755.60,20130801
CGG_RS20-AU,1697,2358.95,44,105.20,1741,2464.15,20130801
CGG_RS21-AU,1932,2408.20,67,109.00,1999,2517.20,20130801
CGG_RS22-AU,2684,3740.15,115,270.60,2799,4010.75,20130801
CGG_RS23-AU,2037,2503.65,98,158.00,2135,2661.65,20130801
CGG_RS30-AU,1745,2576.30,73,167.40,1818,2743.70,20130801
CGG_RS31-AU,2058,2727.55,80,128.00,2138,2855.55,20130801
CGG_RS32-AU,1356,2305.50,74,220.60,1430,2526.10,20130801
CGG_RS33-AU,1490,1987.35,60,104.20,1550,2091.55,20130801
CGG_RS41-AU,1526,2559.70,108,274.20,1634,2833.90,20130801
CGG_RS42-AU,1613,3107.85,96,267.00,1709,3374.85,20130801
CGG_RS43-AU,877,1518.75,52,141.00,929,1659.75,20130801
CGG_RS44-AU,642,1281.75,32,89.80,674,1371.55,20130801
CGG_RS45-AU,1761,3106.40,97,269.80,1858,3376.20,20130801
CGG_RS46-AU,1009,2202.80,49,144.60,1058,2347.40,20130801
CGG_RS50-AU,538,933.55,31,59.00,569,992.55,20130801
CGG_RS53-AU,984,2214.85,65,204.20,1049,2419.05,20130801
CGG_RSX1-AU,281,556.05,17,58.00,298,614.05,20130801
CGG_RSX2-AU,673,1254.50,33,106.00,706,1360.50,20130801
CGG_RSX3-AU,443,1012.40,44,148.20,487,1160.60,20130801
CGG_RT12-AU,1254,3173.50,79,372.20,1333,3545.70,20130801
CGG_SS31-AU,722,1513.55,79,400.60,801,1914.15,20130801
CGG_SS32-AU,699,1388.25,45,193.60,744,1581.85,20130801
CGG_SW30-AU,489,1624.85,73,626.00,562,2250.85,20130801
CGG_SW31-AU,1313,3078.75,87,284.80,1400,3363.55,20130801
CGG_SW32-AU,434,1466.90,82,831.00,516,2297.90,20130801
CGG_SW33-AU,697,1788.40,55,189.60,752,1978.00,20130801
CGG_SW34-AU,738,2631.90,156,1586.00,894,4217.90,20130801
CGG_SW35-AU,733,1986.90,46,143.80,779,2130.70,20130801
CGG_TM10-AU,2405,5797.10,394,1444.90,2799,7242.00,20130801
CGG_TMX3-AU,1110,3637.70,230,1265.65,1340,4903.35,20130801
CGG_TMX4-AU,1949,6130.80,376,2076.00,2325,8206.80,20130801
CGG_TMX5-AU,1933,5730.00,444,2495.80,2377,8225.80,20130801
CGG_TMX6-AU,1857,5537.60,455,2728.30,2312,8265.90,20130801
CGG_TMX7-AU,1746,4363.65,319,1175.90,2065,5539.55,20130801
CGG_TMX8-AU,3080,7513.25,915,3464.05,3995,10977.30,20130801
CGG_TMX9-AU,3180,7626.25,577,2088.70,3757,9714.95,20130801
CGG_TPX1-AU,1385,2852.20,203,638.55,1588,3490.75,20130801
CGG_US10-AU,1306,1696.00,35,53.40,1341,1749.40,20130801
CGG_WES1-AU,475,1870.00,75,386.30,550,2256.30,20130801
CGG_WES2-AU,857,3064.35,132,700.05,989,3764.40,20130801
CGG_YA11-AU,902,1261.95,40,71.80,942,1333.75,20130801
CGG_YA13-AU,2353,3216.50,89,145.80,2442,3362.30,20130801
CGG_YA14-AU,1904,2626.05,85,138.20,1989,2764.25,20130801
CGG_YA15-AU,0,0.00,0,0.00,0,0.00,20130801
CGG_YA18-AU,1185,2056.60,56,134.00,1241,2190.60,20130801
CGG_YA20-AU,2002,2922.25,71,114.80,2073,3037.05,20130801
CGG_YA21-AU,1333,1786.00,36,53.80,1369,1839.80,20130801
CGG_YA23-AU,1058,1519.20,48,85.20,1106,1604.40,20130801
CGG_YA31-AU,1543,3262.95,76,208.60,1619,3471.55,20130801
CGG_YA32-AU,1125,2279.10,56,164.80,1181,2443.90,20130801
CGG_YA34-AU,917,1942.40,61,265.20,978,2207.60,20130801
CGG_YA35-AU,963,2420.45,64,254.20,1027,2674.65,20130801
CGG_YA36-AU,560,1253.30,54,251.00,614,1504.30,20130801
CGG_YAX1-AU,803,2069.15,71,290.20,874,2359.35,20130801
CGG_YAX2-AU,684,1656.80,42,162.60,726,1819.40,20130801
CGG_YAX3-AU,221,587.80,24,90.20,245,678.00,20130801
CGG_YAX4-AU,342,837.85,28,102.20,370,940.05,20130801
CGG_YCX1-AU,252,548.45,20,91.00,272,639.45,20130801
CGG_AP21-AU,599,1326.05,74,245.00,673,1571.05,20130901
CGG_BC21-AU,315,1306.05,146,1535.10,461,2841.15,20130901
CGG_BC41-AU,332,1150.10,148,713.20,480,1863.30,20130901
CGG_BC42-AU,145,527.35,58,280.60,203,807.95,20130901
CGG_BC43-AU,239,853.20,263,1308.00,502,2161.20,20130901
CGG_BR22-AU,405,833.70,57,184.60,462,1018.30,20130901
CGG_BR23-AU,840,1991.95,106,456.00,946,2447.95,20130901
CGG_BR26-AU,766,1529.70,59,187.00,825,1716.70,20130901
CGG_BR31-AU,612,1384.78,7,24.00,619,1408.78,20130901
CGG_BR32-AU,869,1658.35,52,145.40,921,1803.75,20130901
CGG_BR33-AU,399,920.60,39,179.00,438,1099.60,20130901
CGG_BR34-AU,1573,2774.00,70,197.00,1643,2971.00,20130901
CGG_BR35-AU,1026,2268.55,39,158.60,1065,2427.15,20130901
CGG_BR41-AU,207,753.50,36,174.00,243,927.50,20130901
CGG_BR42-AU,656,1516.25,98,345.00,754,1861.25,20130901
CGG_BR43-AU,75,261.10,107,532.00,182,793.10,20130901
CGG_BR44-AU,253,589.80,26,84.20,279,674.00,20130901
CGG_BR45-AU,80,339.60,95,473.00,175,812.60,20130901
CGG_BS11-AU,156,710.95,149,742.00,305,1452.95,20130901
CGG_BS12-AU,0,0.00,0,0.00,0,0.00,20130901
CGG_BS13-AU,162,712.40,125,624.00,287,1336.40,20130901
CGG_BS16-AU,136,599.05,52,257.00,188,856.05,20130901
CGG_BS17-AU,509,1335.50,54,403.00,563,1738.50,20130901
CGG_BS18-AU,570,1416.95,83,379.00,653,1795.95,20130901
CGG_BS21-AU,1173,2229.30,75,212.80,1248,2442.10,20130901
CGG_BS22-AU,553,879.20,30,77.60,583,956.80,20130901
CGG_BS23-AU,739,1431.35,32,99.60,771,1530.95,20130901
CGG_BS24-AU,1062,1906.10,52,157.00,1114,2063.10,20130901
CGG_BS25-AU,1456,2898.20,93,260.20,1549,3158.40,20130901
CGG_BS26-AU,1844,3655.10,114,308.60,1958,3963.70,20130901
CGG_BS27-AU,2204,4854.95,128,394.80,2332,5249.75,20130901
CGG_BS29-AU,995,2462.05,58,200.60,1053,2662.65,20130901
CGG_BS31-AU,895,2152.10,47,139.40,942,2291.50,20130901
CGG_BS32-AU,1230,2942.95,75,250.00,1305,3192.95,20130901
CGG_BS34-AU,150,351.30,5,15.00,155,366.30,20130901
CGG_BS35-AU,763,1812.00,43,145.00,806,1957.00,20130901
CGG_BS36-AU,2138,5172.20,119,390.60,2257,5562.80,20130901
CGG_BS37-AU,2012,4959.20,98,303.80,2110,5263.00,20130901
CGG_CCX1-AU,242,1348.90,180,2215.00,422,3563.90,20130901
CGG_CCX2-AU,289,1666.00,228,2410.50,517,4076.50,20130901
CGG_CCX3-AU,71,386.00,68,646.60,139,1032.60,20130901
CGG_CCX4-AU,93,483.85,76,748.30,169,1232.15,20130901
CGG_CCX5-AU,356,2670.85,257,2914.70,613,5585.55,20130901
CGG_CCX6-AU,89,686.40,102,1433.40,191,2119.80,20130901
CGG_CL11-AU,696,1414.75,102,326.60,798,1741.35,20130901
CGG_CLX2-AU,986,1928.50,51,146.00,1037,2074.50,20130901
CGG_CPX1-AU,1800,5149.40,205,864.00,2005,6013.40,20130901
CGG_CPX2-AU,993,2517.50,125,483.00,1118,3000.50,20130901
CGG_CS21-AU,791,2176.80,169,733.20,960,2910.00,20130901
CGG_CS22-AU,748,1504.20,59,166.20,807,1670.40,20130901
CGG_EB29-AU,485,1234.75,54,191.20,539,1425.95,20130901
CGG_EB31-AU,688,1673.70,58,208.80,746,1882.50,20130901
CGG_EB32-AU,893,2040.25,80,280.40,973,2320.65,20130901
CGG_EB33-AU,1613,3941.70,98,354.20,1711,4295.90,20130901
CGG_EB34-AU,1199,2463.50,65,215.60,1264,2679.10,20130901
CGG_EB35-AU,1286,3409.75,119,446.60,1405,3856.35,20130901
CGG_EB36-AU,1172,2931.95,79,283.20,1251,3215.15,20130901
CGG_EB41-AU,528,1640.05,75,416.00,603,2056.05,20130901
CGG_EB42-AU,172,708.30,108,534.00,280,1242.30,20130901
